id,tag,section,category,aliases,sources
tag_ed0427a1e6,Kemonomimi Protagonist,SFW,Character,Inumimi Protagonist|Nekomimi Protagonist|Protagonist with Animal Ears,VNDB
tag_99e98b8f82,Kemonomimi Support Character,SFW,Theme,,VNDB
tag_814ec41f8b,Kendo Club,SFW,Theme,,VNDB
tag_d7ccc8c003,Kidnapping,SFW,Theme,Abduction,VNDB
tag_d2466bd5a5,Kids,SFW,Demographic,,AniList|Kitsu
tag_4eff85384e,Kigurumi Pajama,NSFW,Character,kigurumi pajama|动物连体睡衣,E-Hentai|NHentai
tag_275158fbe5,Kimono,NSFW,Character,kimono|和服👘,E-Hentai|NHentai
tag_c8b6d531cc,Kindergarten Uniform,NSFW,Appearance,kindergarten uniform|幼儿园制服,E-Hentai|NHentai
tag_15aaf0fffb,Kinetic Novel,SFW,Format,No Choices,VNDB
tag_393d7e6bf9,King Protagonist,SFW,Character,,VNDB
tag_e9c71e5271,Kingdom Management,SFW,Theme,,AniList
tag_b0a72b5099,Kissing,NSFW,Acts,kissing|接吻💏,E-Hentai|NHentai
tag_f520cea22f,Kissing Scene,SFW,Theme,Smooching,VNDB
tag_f800a47aa4,Kitsune Hero,SFW,Character,Fox Hero,VNDB
tag_fb38e5d348,Kitsune Heroine,SFW,Character,Fox Heroine,VNDB
tag_e808cc3e01,Kneepit Sex,NSFW,Acts,kneepit sex|膝下性交,E-Hentai|NHentai|VNDB
tag_3a6850ebc1,Knife/Dagger Combat,SFW,Theme,Combat with Knives and/or daggers,VNDB
tag_144ff9346d,Knight Hero,SFW,Character,,VNDB
tag_b4d383a57d,Knight Heroine,SFW,Character,,VNDB
tag_e3912c1f0d,Knight Protagonist,SFW,Character,,VNDB
tag_ae016d9897,Knotted Penis,NSFW,Body,knotted penis|龟头球,E-Hentai
tag_e7c49f60d4,Kodomo Doushi,NSFW,Character,kodomo doushi|两小无猜,E-Hentai
tag_fbcc28f678,Kodomo Only,NSFW,Sexual,kodomo only|仅儿童,E-Hentai
tag_fc06410a7a,Konbini,SFW,Theme,,AniList
tag_73f2b9ad80,Korea,SFW,Theme,,Kitsu
tag_3433047800,Kunoichi,NSFW,Character,kunoichi|女忍装,E-Hentai|NHentai
tag_8883b06c86,Kunoichi Heroine,SFW,Character,Ninja Heroine|Shinobi Heroine,VNDB
tag_b30bc498a4,Kuroko no Basuke,SFW,Theme,KnB|Kuroko no Baske|Kuroko's Basketball,VNDB
tag_0b2aa5dd5e,Kuroshitsuji,SFW,Theme,Black Butler,VNDB
tag_de3f46262f,Kuudere,SFW,Personality,,AniList
tag_79263f8dee,Kuudere Hero,SFW,Character,Coodere Hero,VNDB
tag_f19d16335a,Kuudere Heroine,SFW,Character,Coodere Heroine,VNDB
tag_e27d6ba3c4,Kyoto,SFW,Theme,,Kitsu
tag_dfd82dfb36,Lab Coat,NSFW,Character,lab coat|白大褂,E-Hentai|NHentai
tag_799ad83c24,Laboratory,SFW,Theme,Research Facility,VNDB
tag_df745a6ecc,Lacrosse,SFW,Theme,,VNDB
tag_fcfd9f4c14,Lactation,NSFW,Fetish,lactation|母乳,E-Hentai|NHentai
tag_39ca5f81c5,Lactation During Sex,NSFW,Fetish,Bonyuu,VNDB
tag_712ae8b19e,Ladder Structure,SFW,Format,Ladder Style Structure|Ladder Type Structure,VNDB
tag_ad91b822ae,Laid-back Hero,SFW,Character,Calm Hero|Chill Hero|Mellow Hero|laid back hero,VNDB
tag_640a043360,Laid-back Heroine,SFW,Character,Calm Heroine|Chill Heroine|Mellow Heroine|laid back heroine,VNDB
tag_e37c25658d,Landlady Heroine,SFW,Character,Lessor Heroine|Okami Heroine,VNDB
tag_1d9ca66d02,Landlord Hero,SFW,Character,Lessor Hero|Okami Hero,VNDB
tag_1b51147aef,Language Barrier,SFW,Theme,,AniList
tag_e973a646f4,Large Breasts,SFW,Theme,,AniList
tag_c38e707d79,Large Insertions,NSFW,Character,large insertions|大玩具,E-Hentai|NHentai
tag_bf33b85554,Large Tattoo,NSFW,Character,large tattoo|全身纹身,E-Hentai|NHentai
tag_bab572697b,Late Branching Plot,SFW,Format,,VNDB
tag_8733fcd18d,Late Sexual Content,NSFW,Acts,,VNDB
tag_25f7e525b5,Latex,NSFW,Character,latex|乳胶紧身衣,E-Hentai|NHentai
tag_51c0decdbb,Latin American Mythology,SFW,Theme,Pre-Columbian Mythology,VNDB
tag_a4759deba7,Law And Order,SFW,Theme,law and order,Kitsu
tag_5e48f55e26,Lawyer Hero,SFW,Character,,VNDB
tag_20b684aa1e,Lawyer Heroine,SFW,Character,Attorney Heroine|Counsel Heroine|Solicitor Heroine,VNDB
tag_ecb79c233b,Lawyer Protagonist,SFW,Character,Attorney Protagonist|Counsel Protagonist|Solicitor Protagonist,VNDB
tag_6c41680301,Layer Cake,NSFW,Character,layer cake|夹心蛋糕,E-Hentai|NHentai
tag_8b8aae662d,Lazy Hero,SFW,Character,,VNDB
tag_add23358cf,Lazy Heroine,SFW,Character,,VNDB
tag_457ec09dc3,Lazy Protagonist,SFW,Character,,VNDB
tag_70069f802f,Leader Hero,SFW,Character,,VNDB
tag_aa2aeb2d70,Leader Heroine,SFW,Character,,VNDB
tag_0ceb96df65,Leader Protagonist,SFW,Character,,VNDB
tag_b44a8e52b6,Leash,NSFW,Character,leash|狗链,E-Hentai|NHentai
tag_4eaa4fba1e,Leather Bondage,NSFW,Fetish,Rubber Bondage,VNDB
tag_9e53b05134,Leg Lock,NSFW,Character,leg lock|勾腿,E-Hentai|NHentai
tag_38ab7f0078,Legal Shota Hero,SFW,Character,,VNDB
tag_8285d46ff0,Legjob,NSFW,Sexual,Leg Job|legjob|腿交,E-Hentai|NHentai|VNDB
tag_4ed9f7ce0f,Legwear Footjob,NSFW,Sexual,Sockjob,VNDB
tag_fe714345de,Leotard,NSFW,Character,leotard|紧身衣,E-Hentai|NHentai
tag_0800721cfa,Lesbian Domination,NSFW,Sexual,Lesbian Dominance|Lezdom,VNDB
tag_5ed491251c,Lesbian Heroine,SFW,Character,homosexual heroine,VNDB
tag_ddd7fdd605,Lesbian Lolicon,NSFW,Relationship,Yuri Lolicon,VNDB
tag_0db3d95bab,Lesbian NTR,NSFW,Fetish,Lesbian Netorare|Yuri NTR|Yuri Netorare,VNDB
tag_c9529d0721,Lesbian Protagonist,SFW,Character,Homosexual Female Protagonist,VNDB
tag_80efa73686,Lesbian Rape,NSFW,Situation,Yuri Rape,VNDB
tag_33077fc22a,Lesbian Sex,NSFW,Acts,Female on Female Sex|Girl x Girl Sex|Girl-on-girl Sex|GxG Sex|Yuri,VNDB
tag_88cb2c6d47,Lesbian Sex Only,NSFW,Acts,Girl x Girl Sex Only|Girl-on-girl Sex Only|GxG Sex Only|Yuri Only,VNDB
tag_f85b3faecc,Level Up,SFW,Theme,Leveling|Stat Points,ManhwaTaxonomy
tag_93b15fc827,LGBTQ Issues,SFW,Theme,,VNDB
tag_499bff9cc0,LGBTQ+ Themes,SFW,Theme,,AniList
tag_ce525a5df6,Librarian Hero,SFW,Character,,VNDB
tag_4558685187,Librarian Heroine,SFW,Character,,VNDB
tag_d521f765a4,Library,SFW,Theme,,VNDB
tag_f8c7b5b33b,Life and Death Drama,SFW,Genre,,VNDB
tag_44eb87f1f6,Lifeguard Hero,SFW,Character,Lifesaver Hero|Pool Attendant Hero,VNDB
tag_688037585f,Lifeguard Heroine,SFW,Character,Lifesaver Heroine|Pool Attendant Heroine,VNDB
tag_fc820b55bc,Lifeguard Protagonist,SFW,Character,Lifesaver Protagonist|Pool Attendant Protagonist,VNDB
tag_fde6fce6ee,Linear Plot,SFW,Format,Non-branching Plot,VNDB
tag_c5532abb69,Lingerie,NSFW,Appearance,lingerie|情趣内衣,E-Hentai|NHentai
tag_43de8e347f,Linked Clamps,NSFW,Sexual,Chained Clamps,VNDB
tag_330f34c511,Linked Piercings,NSFW,Sexual,,VNDB
tag_6b42d00c4c,Lion,NSFW,Character,lion|狮🦁,E-Hentai|NHentai
tag_33ded59924,Lioness,NSFW,Character,lioness|狮🦁,E-Hentai
tag_6e2c8e9dc5,Lip Sync,SFW,Format,Animated Speech|Lip Synchronization|Lip-sync|Lip-synch,VNDB
tag_cb34acbb90,Lipstick Mark,NSFW,Character,lipstick mark|口红印,E-Hentai
tag_862931047b,Literary Adaptation,SFW,Format,Based on a Book|Based on a Novel,VNDB
tag_7bd84ee3c6,Live Action,SFW,Format,,CinemaTaxonomy
tag_4466980e79,Live Sexual Broadcast,NSFW,Acts,Sex Livestream,VNDB
tag_16fcd69826,Living Clothes,NSFW,Character,living clothes|生物衣,E-Hentai|NHentai
tag_214b3f3972,Living Clothes Sex,NSFW,Acts,Monsters (Clothes),VNDB
tag_9ce03027e0,Living Doll Hero,SFW,Character,,VNDB
tag_848af92781,Living Doll Heroine,SFW,Character,,VNDB
tag_c7cc7f8db3,Living Doll Protagonist,SFW,Character,,VNDB
tag_0cef08cb5c,Living Doll Support Character,SFW,Theme,,VNDB
tag_fe367689c6,Lizard Girl,NSFW,Character,lizard girl|蜥蜴女孩,E-Hentai|NHentai
tag_154e53f3da,Lizard Guy,NSFW,Character,lizard guy|蜥蜴男孩,E-Hentai|NHentai
tag_30c4bb603a,Location Display,SFW,Format,,VNDB
tag_0fd06c7ae5,Loli,SFW,Theme,,Kitsu|MangaDex
tag_5cf22b77f5,Loli Heroine,SFW,Character,Heroine with childlike appearance,VNDB
tag_c671724a91,Loli Protagonist,SFW,Character,Female protagonist with childlike appearance,VNDB
tag_130f91677c,Loli Support Character,SFW,Theme,Loli (non-Heroine),VNDB
tag_a6a1d2bac4,Lolicon,NSFW,Relationship,Lolita Complex|Rorikon|lolicon|萝莉,E-Hentai|MangaUpdates|NHentai|VNDB
tag_5d1c73256e,Lolicon Hero,SFW,Character,Hero with Lolita Complex,VNDB
tag_caab404893,Lolicon Heroine,SFW,Character,Heroine with Lolita Complex,VNDB
tag_d9963463d8,Lolicon Protagonist,SFW,Character,,VNDB
tag_228c09b681,Long Common Route,SFW,Format,,VNDB
tag_075d0e4e41,Long-distance Relationship,SFW,Theme,long distance relationship,VNDB
tag_567922c6d6,Long Sexual Scenes,NSFW,Acts,Long eroscenes|Long h-scenes,VNDB
tag_c776eb0239,Long Strip,SFW,Format,,MangaDex
tag_146b07299e,Long Tongue,NSFW,Character,long tongue|长舌👅,E-Hentai|NHentai
tag_45ff19343e,Lost Civilization,SFW,Theme,,AniList
tag_044899eea2,Lost Technology,SFW,Theme,,VNDB
tag_cc5d2e1de7,Lotion Play,NSFW,Sexual,Lube Play|Lubricant Play|ローションプレイ,VNDB
tag_ae3f1ef648,Lots of Character Sprites,SFW,Format,Minor Character Sprites,VNDB
tag_82399e6284,Lots of Choices,SFW,Format,High Amount of Choices|Many Choices,VNDB
tag_022ac0a60f,Lots of Event CGs,SFW,Format,A lot of CGs|Lots of CGs|Tons of CGs,VNDB
tag_3aa2d7d2a0,Love Hotel,SFW,Theme,Sex hotel|amusement hotel|boutique hotel|couples hotel|fashion hotel|leisure hotel|romance hotel,VNDB
tag_e55d5fe148,Love Interest's Gender Choice,SFW,Theme,,VNDB
tag_f48de49cc6,Love Overcomes All,SFW,Theme,Love Conquers All|Power of Love|True Love Story,VNDB
tag_44af3fa0c0,Love Polygon,SFW,Theme,love polygon,Kitsu
tag_22be350a6f,Love Rivalry,SFW,Relationship,Battle of Love|Love Battle Royale|Love Competition,VNDB
tag_683bb0bc3b,Love Triangle,SFW,Relationship,,AniList|VNDB
tag_8fefc6a528,Lovecraftian Horror,SFW,Genre,Cosmic Horror|Eldritch Horror,VNDB
tag_97231e2460,Low Amount of Rape,NSFW,Situation,,VNDB
tag_a3e1f49aa2,Low Bestiality,NSFW,Character,low bestiality|低比例兽交,E-Hentai|NHentai
tag_a6036c08a6,Low Fantasy,SFW,Genre,Intrusion Fantasy,VNDB
tag_9dfd081165,Low Guro,NSFW,Paraphilic/Fetish,low guro|低比例猎奇,E-Hentai|NHentai
tag_c3b777cf9e,Low Incest,NSFW,Relationship,low incest|低比例乱伦,E-Hentai|NHentai
tag_52b5bd74e5,Low Lolicon,NSFW,Relationship,low lolicon|低比例萝莉,E-Hentai|NHentai
tag_a85d8d407f,Low Scat,NSFW,Paraphilic/Fetish,low scat|低比例排便,E-Hentai|NHentai
tag_3e3965d535,Low Sexual Content,NSFW,Acts,Low Erotic Content,VNDB
tag_7d77b82a4c,Low Shotacon,NSFW,Relationship,low shotacon|低比例正太,E-Hentai|NHentai
tag_d0b77f69f7,Low Smegma,NSFW,Character,low smegma|低比例阴垢,E-Hentai|NHentai
tag_6a21cb00f1,Lucky Star,SFW,Theme,らき☆すた,VNDB
tag_14754f13e5,Machine,NSFW,Character,machine|机械奸,E-Hentai|NHentai
tag_9fad5fa0e3,Macho Protagonist,SFW,Character,Beefcake Protagonist|Manly Protagonist,VNDB
tag_06cbb62e8d,Macrophilia,NSFW,Sexual,Giantism Fetish,VNDB
tag_524bd84f43,Mad Scientist Support Character,SFW,Theme,,VNDB
tag_601fcbd25c,Madam Heroine,SFW,Character,Brothel Keeper Heroine|Pimp Heroine|Procurer Heroine|Procuress Heroine|Trafficker Heroine,VNDB
tag_793d2c8119,Madness,SFW,Theme,Insanity,VNDB
tag_3116248dc2,Mafia,SFW,Theme,,AniList|Kitsu|MangaDex
tag_646a5168d6,Mage Hero,SFW,Character,Battlemage Hero|Magician Hero|Magus Hero|Sorcerer Hero|Spellcaster Hero|Wizard Hero,VNDB
tag_b0c6eb5a81,Mage Heroine,SFW,Character,Battlemage Heroine|Magician Heroine|Magus Heroine|Sorcerer Heroine|Sorceress Heroine|Spellcaster Heroine|Wizardress Heroine,VNDB
tag_35c9d51ad3,Mage Protagonist,SFW,Character,Battlemage Protagonist|Magus Protagonist|Sorcerer Protagonist|Spellcaster Protagonist|Wizard Protagonist,VNDB
tag_4bfe3e2470,Mages Association,SFW,Theme,Mages Guild,VNDB
tag_06347d0b11,Maggot,NSFW,Character,maggot|蛆🐛,E-Hentai|NHentai
tag_2f3a4fccca,Magic,SFW,Theme,Magecraft|Sorcery|Wizardry,AniList|Kitsu|MangaDex|VNDB
tag_dba5f16888,Magic Academy,SFW,Setting,Arcane Academy|Magic School,ManhwaTaxonomy
tag_69c39aacce,Magic School,SFW,Setting,Magical Academy|School of Wizardry,VNDB
tag_935272168d,Magic/ESP Combat,SFW,Theme,Combat by magical or other unnatural means|ESP Combat|Magic Combat,VNDB
tag_1659b8badb,Magical Girl,NSFW,Character,magical girl|魔法少女,E-Hentai|Kitsu|NHentai
tag_2e2bd87477,Magical Girls,SFW,Genre,,MangaDex
tag_8949ccf87f,Mahjong,SFW,Theme,,AniList|MangaDex
tag_4d9bd91f36,Mahjong as Gameplay Element,SFW,Format,Jan|Ma-jan|Mah-jongg|Majiang|Maque|麻将|麻雀,VNDB
tag_4b71da693b,Mahjong as Story Element,SFW,Theme,mahjong in story,VNDB
tag_0a34cdd8a1,Mahou Shoujo Heroine,SFW,Character,Magical Girl Heroine,VNDB
tag_1d9001f9ba,Mahou Shoujo Lyrical Nanoha,SFW,Theme,Magical Girl Lyrical Nanoha|Mahō shōjo Lyrical Nanoha,VNDB
tag_9f6504aaea,Mahou Shoujo Protagonist,SFW,Character,Magical Girl Protagonist,VNDB
tag_d5fc272374,Mahou Shounen Hero,SFW,Character,Magical Boy Hero|Magical Trap Heroine,VNDB
tag_7127e2674a,Mahou Shounen Protagonist,SFW,Character,Magical Boy Protagonist|Magical Trap Protagonist,VNDB
tag_395ef564af,Maid,SFW,Character,maid|女仆装,E-Hentai|Kitsu|NHentai
tag_c44d341fb2,Maid Cafe,SFW,Character,Maid Café,VNDB
tag_671fb664fa,Maid Cosplay,SFW,Character,,VNDB
tag_af83d74a22,Maid Heroine,SFW,Character,,VNDB
tag_dc64af8ac2,Maid Protagonist,SFW,Character,,VNDB
tag_a4d71fae01,Maid Support Character,SFW,Character,,VNDB
tag_855fcbe6ea,Maids,SFW,Character,,AniList
tag_2cb7662433,Major Antagonist,SFW,Theme,Enemy|Main Antagonist,VNDB
tag_8374006844,Makeup,NSFW,Character,makeup|化妆,AniList|E-Hentai|NHentai
tag_d2bb18f4e9,Male Friend,SFW,Theme,,VNDB
tag_83ea3e9e33,Male Harem,SFW,Relationship,,AniList
tag_d00083edd0,Male Homosexual NTR,NSFW,Fetish,Male on Male NTR|Yaoi NTR,VNDB
tag_b685159b70,Male on Dickgirl,NSFW,Sexual,male on dickgirl|男上扶,E-Hentai|NHentai|VNDB
tag_4e11a512f4,Male on Futanari,NSFW,Fetish,,VNDB
tag_2e394a07fa,Male on Male Rape,NSFW,Situation,Man-on-Man Rape|Men with Men Rape|Yaoi Rape,VNDB
tag_3374e41cb6,Male on Male Sex,NSFW,Acts,Boy on Boy Sex|Boy x Boy Sex|BxB Sex|Gay Sex|MSM Sex|Man-on-Man Sex|Men with Men Sex|Yaoi,VNDB
tag_c22b3dea18,Male on Male Sex Only,NSFW,Acts,Bara Only|Boy on Boy Sex Only|Boy x Boy Sex Only|BxB Sex Only|Yaoi Only,VNDB
tag_e74b9d1feb,Male on Trans Man,NSFW,Sexual,Male on Cuntboy|Male on FtM Transsexual|Man on Cuntman,VNDB
tag_7c98a888a1,Male on Trans Woman,NSFW,Sexual,Male on MtF Transsexual|Male on Tgirl,VNDB
tag_a14d7a3786,Male on Trap,NSFW,Sexual,Male on Cross-dressing Male|Male on Femboy|Male on Otoko no Ko|Male on Otokonoko|Male on Sissy|Male on Tomgirl|Male on 男の娘,VNDB
tag_c0a5c20717,Male Pregnancy,SFW,Theme,,VNDB
tag_00d6ff3f6e,Male Protagonist,SFW,Character,,AniList|VNDB
tag_83f7744809,Male Protagonist for a Short Time,SFW,Format,,VNDB
tag_3b31a89ea9,Males Only,NSFW,Character,males only|纯男性⚣,E-Hentai|NHentai
tag_77306f15cf,Management Simulation,SFW,Format,,VNDB
tag_aad34a546f,Manager Protagonist,SFW,Character,figurehead protagonist|representative agent protagonist|spokesperson protagonist,VNDB
tag_a7edbcdce1,Mandatory Choice Between Voices OR Subtitles,SFW,Format,Voices Without Subtitles OR Subtitles Without Voices,VNDB
tag_e2c18ff8c3,Mangaka Hero,SFW,Character,Comic Writer Hero|Manga Artist Hero,VNDB
tag_be9753be49,Mangaka Heroine,SFW,Character,Comic Writer Heroine|Manga Artist Heroine,VNDB
tag_5be5196f8d,Mangaka Protagonist,SFW,Character,Comic Writer Protagonist|Creator of Mangas|Manga Artist Protagonist,VNDB
tag_b69445142a,Manticore,SFW,Theme,,VNDB
tag_0c2c91dd4f,Manual Prostate Stimulation,NSFW,Sexual,Prostate Massage,VNDB
tag_d3c025a070,Maou Hero,SFW,Character,Demon King Hero|Demon Lord Hero|Maoh Hero,VNDB
tag_32c6987ba7,Maou Heroine,SFW,Character,Demon King Heroine|Demon Lord Heroine|Maoh Heroine,VNDB
tag_3cd55a8ba1,Maou Protagonist,SFW,Character,Demon King Protagonist|Maoh Protagonist,VNDB
tag_fe8e84796a,Map Movement,SFW,Format,,VNDB
tag_b84b1aaef9,Marine Mammals,SFW,Theme,Dolphin|Manatee|Sea Otter|Seal|Whale,VNDB
tag_772b76917b,Marriage,SFW,Theme,,AniList
tag_bfdbf9932b,Marriage Ending,SFW,Format,Wedding Ceremony Ending|Wedding Ending,VNDB
tag_c0c18b613b,Married Hero,SFW,Character,,VNDB
tag_eb40792cde,Married Heroine,SFW,Character,Hitodzuma Heroine|Hitozuma Heroine|Wife Heroine,VNDB
tag_68834fdcdf,Mars,SFW,Theme,,Kitsu|VNDB
tag_ba953e12f9,Martial Artist Hero,SFW,Character,,VNDB
tag_1553870851,Martial Artist Heroine,SFW,Character,,VNDB
tag_8d033766d5,Martial Artist Protagonist,SFW,Character,,VNDB
tag_58316f4550,Martial Arts,SFW,Theme,martial arts,AniList|CinemaTaxonomy|Kitsu|MangaDex|MangaUpdates
tag_6ffcaa9564,Marvel Comics,SFW,Theme,,VNDB
tag_cbf3b6bb32,Masked Face,NSFW,Character,masked face|假面,E-Hentai|NHentai
tag_02b7b2b6c5,Masochism,SFW,Theme,,AniList
tag_03f351fdaf,Masochist Hero,SFW,Character,,VNDB
tag_b337259a9c,Masochist Heroine,SFW,Character,,VNDB
tag_7c08f80ae6,Masochist Protagonist,SFW,Character,,VNDB
tag_03d261b86e,Masochist Support Character,SFW,Theme,,VNDB
tag_a2c0e623dd,Mass Murder,SFW,Theme,Mass Shooting|Public Bombing,VNDB
tag_b0069dca0b,Massage Parlor,SFW,Theme,Massage Salon,VNDB
tag_a9f8bbda3f,Massage Therapist Protagonist,SFW,Character,Masseur Protagonist|Masseuse Protagonist,VNDB
tag_907df53fac,Master and Servant,SFW,Theme,,VNDB
tag_3221031e8e,Masturbation,NSFW,Acts,masturbation|自慰,AniList|E-Hentai|NHentai|VNDB
tag_d133eb60c2,Masturbation in front of an Audience,NSFW,Acts,,VNDB
tag_ef76ea5ade,Masturbation Involving Food,NSFW,Acts,Masturbating With Food|Masturbation With Food,VNDB
tag_f89d2c6b28,Masturbation with Object,NSFW,Acts,Masturbation with Item,VNDB
tag_7941703743,Masturbation with Water,NSFW,Acts,Water Masturbation,VNDB
tag_1399e54277,Matriarchy,SFW,Theme,Female Dominated Society|Feminarchy,AniList|VNDB
tag_9e7012e85c,Mature,SFW,Genre,,MangaUpdates
tag_aca14528f5,May-December Romance,SFW,Relationship,Age Difference|Age Gap|may december romance,VNDB
tag_4a60440532,Mayadere Hero,SFW,Character,,VNDB
tag_0cf9f96b5c,Mayadere Heroine,SFW,Character,Dangerous Heroine|Scary Heroine,VNDB
tag_e4dbcd2ae4,Meaningless Choices,SFW,Format,,VNDB
tag_02d268c237,Mecha,SFW,Theme,,Kitsu|MangaDex|MangaUpdates|VNDB
tag_92febb5073,Mecha Boy,NSFW,Character,mecha boy|机男,E-Hentai|NHentai
tag_0132e191d8,Mecha Combat,SFW,Theme,,VNDB
tag_6c6a8c257d,Mecha Girl,NSFW,Character,mecha girl|机娘,E-Hentai|NHentai
tag_5fa391fc0e,Mecha Pilot Hero,SFW,Character,Mecha Driver Hero|Mecha User Hero,VNDB
tag_140f9f3697,Mecha Pilot Heroine,SFW,Character,mecha driver heroine|mecha user heroine,VNDB
tag_26949494b4,Mecha Pilot Protagonist,SFW,Character,mecha driver protagonist|mecha user protagonist,VNDB
tag_7cbdd4e997,Medical,SFW,Genre,,MangaDex
tag_1c4811f1ab,Medical Doctor Hero,SFW,Character,Doctor of Medicine Hero|Medical Practitioner Hero|Physician Hero,VNDB
tag_08b15c59d3,Medical Doctor Heroine,SFW,Character,Doctor of Medicine Heroine|Medical Practitioner Heroine|Physician Heroine,VNDB
tag_d957dfc062,Medical Doctor Protagonist,SFW,Character,Doctor of Medicine Protagonist|Medical Practitioner Protagonist|Physician Protagonist,VNDB
tag_4a7f9e1ff0,Medical Student Protagonist,SFW,Character,Nursing Student Protagonist,VNDB
tag_d9e5d21232,Medicine,SFW,Theme,,AniList
tag_a2a1d979fd,Medieval,SFW,Theme,,AniList
tag_a2d7bb6584,Medieval Fantasy,SFW,Setting,Mediaeval Fantasy,VNDB
tag_2b60d45fd4,Medium Heroine,SFW,Character,Channeler Heroine|Shaman Heroine|Spirit Guide Heroine,VNDB
tag_9d12f54796,Meiji Era,SFW,Theme,Meiji Jidai|Meiji Period|明治時代,VNDB
tag_e3f6b9a725,Memory Alteration,SFW,Theme,Altered Memories|Memory Modification,VNDB
tag_1c07e54d62,Memory Manipulation,SFW,Theme,,AniList
tag_3e2aba1c92,Menstruation,NSFW,Character,menstruation|经血,E-Hentai|NHentai
tag_817b7b2b55,Mentor Support Character,SFW,Theme,Master|Sensei,VNDB
tag_56cbb665d2,Mercenary Hero,SFW,Character,,VNDB
tag_f1654e3355,Mercenary Heroine,SFW,Character,,VNDB
tag_50f9d0bbd9,Mercenary Protagonist,SFW,Character,,VNDB
tag_de3bfab247,Mercenary Support Character,SFW,Theme,,VNDB
tag_eaa1f8a075,Merchant Hero,SFW,Character,,VNDB
tag_e867d55580,Merchant Heroine,SFW,Character,,VNDB
tag_a40796ac70,Merchant Protagonist,SFW,Character,,VNDB
tag_2ccb3dd497,Mermaid,NSFW,Character,mermaid|美人鱼🧜‍♀️,AniList|E-Hentai|Kitsu|NHentai
tag_0b38136cd5,Mermaid Heroine,SFW,Character,,VNDB
tag_c68a00edfd,Merman,NSFW,Character,merman|人鱼🧜‍♂️,E-Hentai|NHentai
tag_d8aced71fe,Merman Hero,SFW,Character,,VNDB
tag_dfcad2e079,Merprotagonist,SFW,Character,Mermaid Protagonist|Merman Protagonist,VNDB
tag_1e7bc2b807,Mesopotamian Mythology,SFW,Theme,,VNDB
tag_e957bde77a,Messiah Heroine,SFW,Character,,VNDB
tag_d5425ff05c,Messiah Protagonist,SFW,Character,Providential Protagonist,VNDB
tag_4b1b98d78d,Mesugaki,NSFW,Character,mesugaki|雄小鬼|雌小鬼,E-Hentai
tag_7dc00e5a62,Mesugaki Heroine,SFW,Character,Bratty Loli Heroine,VNDB
tag_501893ca16,Mesuiki,NSFW,Character,mesuiki|干高潮,E-Hentai|NHentai
tag_e9a23cbc45,Meta,SFW,Theme,,AniList
tag_689c7de999,Metafiction,SFW,Format,Self-aware plot|Self-referential plot,VNDB
tag_a6a0a0d5ed,Metal Armor,NSFW,Character,metal armor|金属盔甲,E-Hentai|NHentai
tag_bf26c89832,Metal Bondage,NSFW,Fetish,Chain Bondage|Shackles Bondage,VNDB
tag_623558d0e3,Metropolitan Area,SFW,Theme,urban area,VNDB
tag_5c14bd28c9,Microphilia,NSFW,Sexual,Shrinking Fetish,VNDB
tag_bab3b73d5d,Microtransactions,SFW,Format,Freemium|MTX,VNDB
tag_7766d945e7,Mid-game Videos,SFW,Format,Mid-game Animations|Mid-game Cutscenes|mid game videos,VNDB
tag_08dab0156f,Middle Ages Earth,SFW,Theme,,VNDB
tag_75e5d274f1,Middle Ages Europe,SFW,Theme,Medieval Europe,VNDB
tag_0dc4bf52a3,Middle East,SFW,Theme,Arabia|Egypt|middle east,Kitsu|VNDB
tag_52940aae23,Middle School,SFW,Setting,Junior High School|middle school,Kitsu|VNDB
tag_00dfdaa099,Middle School Student,SFW,Setting,,VNDB
tag_25210f78d8,Middle School Student Hero,SFW,Character,Junior High School Student Hero,VNDB
tag_4dae95a2c2,Middle School Student Heroine,SFW,Character,Junior High School Student Heroine,VNDB
tag_f58c9c886b,Middle School Student Protagonist,SFW,Character,Junior High School Student Protagonist,VNDB
tag_7093909b45,Midget,NSFW,Character,midget|侏儒,E-Hentai|NHentai
tag_fc5fbf9666,Miko,NSFW,Character,miko|巫女装,E-Hentai|NHentai
tag_276432e2dd,Miko Heroine,SFW,Character,,VNDB
tag_e1b4d4a7ce,Miko Protagonist,SFW,Character,Shrine Maiden Protagonist,VNDB
tag_0fa9d94de8,Milf,NSFW,Relationship,MILF|milf|熟女,AniList|E-Hentai|NHentai
tag_31ba6d3619,Military,SFW,Theme,military|军装,AniList|E-Hentai|Kitsu|MangaDex|NHentai|VNDB
tag_c34f5a980a,Military Base,SFW,Theme,,VNDB
tag_944666b25f,Military School,SFW,Setting,Military Academy,VNDB
tag_37a6649419,Milking,NSFW,Character,milking|挤奶,E-Hentai|NHentai
tag_3147d5bfde,Milking (Sexual),NSFW,Acts,Milk Machine|Milked|Milking-Machine,VNDB
tag_3b37aa4429,Mind Break,NSFW,Fetish,mind break|洗脑,E-Hentai|NHentai
tag_0d40f80510,Mind Control,NSFW,Fetish,Brainwashing|Coercive Persuasion|Hypnosis|Hypnotism|Mind Abuse|Thought Control|Thought Reform|mind control|催眠,E-Hentai|NHentai|VNDB
tag_2a36fd8f69,Mind Screw,SFW,Theme,Mind Fuck|Mindfuck,VNDB
